"","dep_delay","carrier","dep_time"
"3235",-4,"DL",626
"3236",-8,"B6",1202
"3237",-8,"9E",1651
"3238",126,"US",1906
"3239",-4,"UA",1211
"3240",-8,"B6",809
"3241",-5,"AA",730
"3242",8,"EV",807
"3243",26,"EV",1434
"3244",-5,"WN",1900
"3245",-4,"9E",1811
"3246",-9,"UA",1445
"3247",1,"AA",601
"3248",0,"EV",620
"3249",-10,"B6",902
"3250",-4,"UA",1043
"3251",0,"EV",1446
"3252",-2,"US",558
"3253",326,"MQ",1941
"3254",-2,"B6",1352
"3255",-6,"MQ",1149
"3256",3,"B6",1639
"3257",-7,"B6",1452
"3258",-5,"B6",1155
"3259",-1,"WN",659
"3260",-8,"AA",1722
"3261",-1,"AA",2024
"3262",-3,"UA",1750
"3263",-8,"EV",627
"3264",-1,"VX",1629
"3265",36,"B6",1325
"3266",36,"B6",1016
"3267",0,"UA",900
"3268",-4,"UA",1431
"3269",12,"AA",2157
"3270",-6,"DL",954
"3271",-1,"B6",559
"3272",-6,"B6",1824
"3273",7,"UA",1336
"3274",-4,"B6",2245
"3275",-3,"UA",648
"3276",-3,"EV",1632
"3277",35,"EV",705
"3278",8,"DL",638
"3279",13,"EV",753
"3280",-1,"EV",755
"3281",-1,"UA",1044
"3282",-2,"UA",523
"3283",NA,"US",NA
"3284",47,"DL",1932
"3285",-3,"EV",923
"3286",21,"9E",1921
"3287",-4,"B6",736
"3288",-1,"DL",1929
"3289",-3,"B6",1052
"3290",-5,"B6",2240
"3291",-1,"US",1014
"3292",55,"DL",1655
"3293",-7,"US",1528
"3294",1,"EV",1504
"3295",-6,"UA",1123
"3296",-12,"EV",1025
"3297",-5,"B6",540
"3298",-2,"9E",1343
"3299",192,"UA",1346
"3300",3,"AA",1458
"3301",112,"DL",1327
"3302",5,"VX",1305
"3303",-12,"MQ",1748
"3304",-5,"US",1755
"3305",2,"UA",1601
"3306",-3,"B6",637
"3307",28,"WN",2128
"3308",3,"UA",703
"3309",-8,"MQ",747
"3310",-1,"EV",1235
"3311",20,"VX",1650
"3312",78,"EV",1839
"3313",150,"AA",1955
"3314",-10,"B6",2245
"3315",-7,"EV",1753
"3316",12,"B6",1842
"3317",-7,"AA",1022
"3318",-5,"MQ",805
"3319",-6,"9E",1439
"3320",NA,"9E",NA
"3321",-6,"EV",1054
"3322",-8,"MQ",1552
"3323",2,"9E",1501
"3324",16,"AA",1401
"3325",-3,"US",612
"3326",-4,"UA",1955
"3327",34,"EV",712
"3328",10,"US",2010
"3329",-7,"DL",808
"3330",-6,"EV",554
"3331",-9,"AA",1811
"3332",-5,"EV",1255
"3333",5,"DL",2005
"3334",9,"UA",1739
"3335",17,"B6",842
"3336",0,"EV",1000
"3337",0,"MQ",1135
"3338",-2,"UA",1253
"3339",-4,"EV",1901
"3340",-2,"9E",758
"3341",NA,"FL",NA
"3342",7,"9E",1457
"3343",235,"WN",2300
"3344",10,"US",1710
"3345",51,"EV",921
"3346",-6,"MQ",1109
"3347",0,"B6",759
"3348",-7,"US",1453
"3349",-8,"MQ",1617
"3350",-1,"DL",809
"3351",-2,"UA",1627
"3352",25,"UA",1825
"3353",6,"9E",1611
"3354",-5,"DL",1600
"3355",-4,"B6",1846
"3356",16,"FL",1330
"3357",8,"B6",1448
"3358",10,"DL",1940
"3359",-7,"EV",606
"3360",-3,"UA",1326
"3361",-4,"DL",1156
"3362",-9,"MQ",606
"3363",77,"MQ",1452
"3364",-8,"UA",657
"3365",122,"MQ",2207
"3366",20,"DL",1605
"3367",19,"AA",1444
"3368",-1,"EV",1729
"3369",2,"EV",837
"3370",-4,"AA",831
"3371",-7,"UA",1056
"3372",0,"UA",545
"3373",5,"DL",1350
"3374",-6,"B6",1754
"3375",5,"MQ",1305
"3376",-8,"EV",1051
"3377",26,"B6",626
"3378",108,"EV",1803
"3379",83,"DL",1723
"3380",-1,"UA",1858
"3381",-2,"B6",1857
"3382",-7,"MQ",1438
"3383",-3,"B6",1856
"3384",73,"EV",2157
"3385",NA,"EV",NA
"3386",-2,"UA",2031
"3387",-3,"US",1026
"3388",20,"9E",2050
"3389",3,"B6",623
"3390",-7,"DL",738
"3391",-6,"AA",1023
"3392",1,"B6",1713
"3393",23,"9E",1303
"3394",44,"B6",1652
"3395",0,"B6",1029
"3396",-3,"EV",1856
"3397",6,"UA",1836
"3398",69,"AA",2124
"3399",-4,"DL",1808
"3400",59,"DL",1607
"3401",2,"9E",1927
"3402",-6,"AA",1444
"3403",4,"DL",1503
"3404",-2,"DL",653
"3405",-7,"US",1008
"3406",-4,"9E",1931
"3407",-5,"DL",655
"3408",-4,"B6",756
"3409",57,"9E",1632
"3410",-5,"UA",1042
"3411",-3,"B6",627
"3412",-5,"US",1255
"3413",-5,"VX",655
"3414",-6,"B6",1324
"3415",82,"B6",1012
"3416",10,"EV",2010
"3417",-7,"B6",808
"3418",-1,"9E",804
"3419",13,"DL",1748
"3420",-1,"B6",2250
"3421",3,"DL",1138
"3422",3,"AA",1433
"3423",-3,"EV",1112
"3424",-1,"B6",629
"3425",81,"DL",2221
"3426",19,"DL",1929
"3427",-9,"DL",1136
"3428",-7,"UA",833
"3429",-4,"UA",558
"3430",38,"MQ",1628
"3431",-8,"EV",835
"3432",NA,"9E",NA
"3433",-6,"US",953
"3434",50,"EV",1619
"3435",-4,"UA",1722
"3436",-5,"EV",956
"3437",0,"UA",929
"3438",5,"B6",909
"3439",-2,"UA",1928
"3440",-3,"UA",1656
"3441",3,"DL",1638
"3442",-8,"UA",1116
"3443",-5,"UA",1235
"3444",0,"US",1703
"3445",10,"MQ",640
"3446",-16,"B6",2229
"3447",-6,"UA",753
"3448",0,"UA",1644
"3449",-6,"DL",1923
"3450",-8,"9E",1852
"3451",6,"VX",1701
"3452",-7,"EV",833
"3453",-6,"EV",2111
"3454",NA,"US",NA
"3455",0,"UA",829
"3456",-7,"AA",1843
"3457",27,"DL",1812
"3458",-5,"DL",755
"3459",-7,"DL",1753
"3460",-10,"AA",1735
"3461",-3,"VX",1627
"3462",50,"B6",1820
"3463",62,"EV",2052
"3464",3,"DL",1938
"3465",0,"DL",1000
"3466",-2,"WN",1243
"3467",-6,"US",1453
"3468",5,"UA",1746
"3469",83,"9E",2023
"3470",9,"B6",1944
"3471",-5,"AA",1800
"3472",30,"EV",1500
"3473",-5,"DL",1155
"3474",-2,"AA",1543
"3475",-9,"MQ",601
"3476",-1,"B6",1119
"3477",2,"9E",1602
"3478",56,"B6",2056
"3479",4,"UA",1539
"3480",79,"EV",1613
"3481",-5,"DL",555
"3482",41,"MQ",1641
"3483",-1,"DL",1601
"3484",-4,"DL",1711
"3485",0,"9E",1600
"3486",-1,"DL",659
"3487",165,"FL",1714
"3488",-1,"DL",859
"3489",13,"B6",2149
"3490",-4,"AA",1125
"3491",15,"MQ",1105
"3492",-4,"AA",856
"3493",8,"UA",1733
"3494",-6,"AA",1604
"3495",-13,"MQ",1817
"3496",80,"B6",1829
"3497",-4,"DL",1411
"3498",10,"AA",2025
"3499",-6,"B6",2252
"3500",-5,"EV",2035
"3501",-7,"DL",1653
"3502",-5,"B6",1355
"3503",-5,"MQ",1655
"3504",-5,"US",1024
"3505",-7,"AA",1438
"3506",-6,"HA",924
"3507",97,"EV",1705
"3508",56,"EV",1406
"3509",22,"DL",1922
"3510",73,"EV",1353
"3511",7,"UA",837
"3512",11,"US",854
"3513",0,"UA",840
"3514",-1,"US",1959
"3515",7,"9E",1906
"3516",-3,"DL",1818
"3517",6,"AA",1556
"3518",8,"US",1353
"3519",-8,"EV",1627
"3520",-5,"UA",1305
"3521",-11,"B6",939
"3522",-5,"US",1125
"3523",-5,"B6",1655
"3524",-5,"UA",835
"3525",-11,"FL",849
"3526",0,"VX",915
"3527",136,"UA",1605
"3528",-3,"AA",702
"3529",-7,"B6",1531
"3530",-7,"UA",1352
"3531",-3,"EV",1427
"3532",-5,"AA",1255
"3533",15,"UA",1509
"3534",-5,"EV",1233
"3535",0,"WN",2035
"3536",-3,"B6",833
"3537",4,"US",1804
"3538",-12,"YV",1558
"3539",-3,"9E",1452
"3540",-4,"AA",711
"3541",-2,"UA",1827
"3542",105,"UA",1915
"3543",84,"UA",2214
"3544",3,"AA",1928
"3545",-8,"EV",1302
"3546",-5,"DL",1455
"3547",16,"UA",1815
"3548",-5,"EV",1225
"3549",-4,"MQ",1551
"3550",-2,"B6",2128
"3551",-7,"UA",2058
"3552",64,"UA",2029
"3553",9,"AA",1919
"3554",-5,"B6",724
"3555",-6,"EV",1424
"3556",31,"EV",1031
"3557",12,"DL",1942
"3558",20,"UA",839
"3559",-4,"DL",851
"3560",174,"EV",1759
"3561",-6,"DL",823
"3562",-3,"B6",956
"3563",-6,"B6",1119
"3564",-7,"WN",2023
"3565",-4,"AA",1556
"3566",-6,"DL",1539
"3567",139,"AA",2014
"3568",0,"FL",810
"3569",-5,"DL",625
"3570",-7,"UA",845
"3571",-6,"UA",1419
"3572",83,"B6",1251
"3573",-4,"9E",1931
"3574",-9,"MQ",1451
"3575",11,"EV",611
"3576",-5,"B6",2017
"3577",5,"B6",1500
"3578",-4,"EV",946
"3579",7,"UA",1736
"3580",-6,"UA",1723
"3581",-1,"UA",724
"3582",-8,"EV",1052
"3583",-5,"B6",930
"3584",2,"UA",1401
"3585",-3,"UA",632
"3586",9,"UA",1905
"3587",25,"B6",1046
"3588",-5,"DL",1720
"3589",53,"B6",2028
"3590",86,"EV",1911
"3591",0,"UA",1540
"3592",-5,"EV",1523
"3593",-3,"DL",1542
"3594",-2,"UA",2047
"3595",-8,"EV",1559
"3596",-6,"WN",749
"3597",45,"9E",1540
"3598",0,"9E",1605
"3599",8,"UA",1207
"3600",-5,"AA",1455
"3601",141,"MQ",1311
"3602",0,"DL",1100
"3603",-5,"B6",1555
"3604",-5,"B6",1025
"3605",-9,"B6",551
"3606",-6,"EV",1459
"3607",0,"MQ",1525
"3608",-1,"9E",614
"3609",9,"B6",714
"3610",-4,"UA",1201
"3611",23,"DL",823
"3612",109,"B6",1436
"3613",3,"UA",1620
"3614",-3,"DL",1932
"3615",-8,"B6",1012
"3616",8,"EV",2207
"3617",3,"DL",1820
"3618",-14,"EV",1529
"3619",-6,"B6",806
"3620",88,"MQ",1623
"3621",-6,"EV",823
"3622",35,"EV",1404
"3623",21,"UA",1844
"3624",13,"B6",718
"3625",NA,"EV",NA
"3626",-7,"UA",652
"3627",-5,"DL",810
"3628",-10,"MQ",1155
"3629",41,"AA",1606
"3630",-4,"AA",721
"3631",-10,"EV",1027
"3632",-6,"UA",554
"3633",-4,"US",811
"3634",81,"MQ",2226
"3635",-8,"EV",2142
"3636",-4,"DL",1025
"3637",-13,"MQ",1247
"3638",1,"B6",743
"3639",-7,"AA",603
"3640",-3,"UA",1356
"3641",-5,"B6",654
"3642",-10,"AA",1720
"3643",21,"EV",2034
"3644",-5,"UA",1755
"3645",39,"UA",1903
"3646",-3,"MQ",1717
"3647",-8,"B6",637
"3648",25,"WN",1715
"3649",52,"UA",2151
"3650",-1,"B6",1444
"3651",0,"DL",759
"3652",0,"EV",756
"3653",-1,"DL",1529
"3654",38,"B6",1713
"3655",-7,"UA",922
"3656",-10,"DL",1045
"3657",-9,"MQ",1226
"3658",-7,"DL",1253
"3659",28,"EV",808
"3660",56,"B6",1851
"3661",-1,"9E",1924
"3662",4,"MQ",1333
"3663",2,"B6",1332
"3664",7,"DL",2206
"3665",-2,"EV",1300
"3666",-8,"AA",1121
"3667",6,"US",826
"3668",76,"MQ",2136
"3669",33,"B6",913
"3670",-1,"DL",824
"3671",-7,"EV",1912
"3672",47,"EV",2142
"3673",-3,"B6",1756
"3674",28,"EV",1428
"3675",-11,"UA",1519
"3676",-2,"DL",823
"3677",-4,"B6",606
"3678",-11,"B6",1824
"3679",-5,"US",1010
"3680",-5,"9E",950
"3681",-5,"9E",1450
"3682",-3,"UA",1725
"3683",0,"UA",1240
"3684",-6,"US",1654
"3685",-3,"MQ",557
"3686",1,"B6",641
"3687",65,"B6",2120
"3688",5,"DL",1553
"3689",-8,"9E",1151
"3690",-5,"MQ",1620
"3691",-7,"AA",2048
"3692",1,"B6",1327
"3693",-2,"MQ",1058
"3694",-3,"DL",1356
"3695",-5,"B6",1237
"3696",-3,"US",817
"3697",-6,"DL",824
"3698",-10,"AA",1200
"3699",-3,"US",857
"3700",-1,"EV",559
"3701",1,"US",1856
"3702",-4,"B6",1156
"3703",-5,"US",1355
"3704",5,"UA",1649
"3705",-7,"9E",838
"3706",-5,"FL",1854
"3707",66,"B6",1705
"3708",6,"UA",846
"3709",-3,"B6",557
"3710",-2,"EV",1257
"3711",12,"EV",1327
"3712",104,"UA",1144
"3713",-4,"UA",556
"3714",-6,"EV",637
"3715",-1,"DL",1259
"3716",181,"UA",1901
"3717",-4,"DL",826
"3718",1,"B6",1051
"3719",-4,"DL",1756
"3720",-6,"MQ",1809
"3721",NA,"MQ",NA
"3722",-1,"EV",713
"3723",72,"WN",1442
"3724",2,"EV",1937
"3725",-4,"DL",1231
"3726",-6,"UA",854
"3727",-1,"UA",559
"3728",134,"B6",2130
"3729",-5,"UA",1139
"3730",24,"EV",2104
"3731",-3,"9E",2027
"3732",0,"B6",2146
"3733",-6,"UA",1639
"3734",-3,"US",457
"3735",-1,"DL",1059
"3736",7,"UA",1837
"3737",-7,"DL",658
"3738",-13,"9E",1452
"3739",NA,"9E",NA
"3740",-11,"DL",1049
"3741",32,"DL",2002
"3742",-2,"B6",1438
"3743",-2,"AA",818
"3744",10,"B6",1258
"3745",-9,"B6",551
"3746",71,"B6",1128
"3747",54,"B6",2101
"3748",-3,"B6",926
"3749",-8,"EV",1627
"3750",12,"B6",2257
"3751",-2,"US",1458
"3752",86,"EV",2011
"3753",-3,"EV",722
"3754",-5,"B6",1454
"3755",-8,"MQ",1822
"3756",204,"VX",2019
"3757",119,"US",2028
"3758",-5,"WN",920
"3759",-5,"UA",1105
"3760",75,"UA",1915
"3761",40,"B6",1425
"3762",-10,"FL",800
"3763",NA,"MQ",NA
"3764",43,"DL",2043
"3765",-9,"US",951
"3766",0,"B6",1600
"3767",63,"MQ",2213
"3768",-5,"9E",945
"3769",-3,"AA",1232
"3770",-3,"UA",1707
"3771",-7,"US",818
"3772",2,"EV",1432
"3773",NA,"EV",NA
"3774",-4,"AA",701
"3775",162,"UA",1357
"3776",60,"EV",2009
"3777",-4,"UA",1113
"3778",-4,"US",1456
"3779",1,"UA",921
"3780",-4,"F9",1726
"3781",32,"MQ",2212
"3782",-5,"MQ",1450
"3783",-1,"AA",1249
"3784",-1,"DL",1659
"3785",-7,"9E",753
"3786",0,"UA",830
"3787",-2,"B6",1822
"3788",7,"UA",1207
"3789",-4,"DL",1255
"3790",-3,"US",1012
"3791",-2,"UA",1058
"3792",-2,"DL",1538
"3793",-2,"MQ",618
"3794",-7,"B6",1242
"3795",20,"UA",1602
"3796",4,"B6",1043
"3797",2,"DL",1937
"3798",0,"AA",1455
"3799",-6,"EV",2153
"3800",-8,"B6",1357
"3801",-3,"UA",817
"3802",149,"DL",1344
"3803",-9,"MQ",616
"3804",-4,"US",956
"3805",12,"B6",1702
"3806",-4,"B6",1811
"3807",-5,"AA",1425
"3808",7,"B6",618
"3809",13,"AA",1733
"3810",43,"B6",1919
"3811",3,"US",603
"3812",182,"9E",1847
"3813",-5,"MQ",950
"3814",-3,"DL",857
"3815",0,"EV",1729
"3816",-1,"UA",1507
"3817",78,"UA",1628
"3818",0,"DL",900
"3819",-13,"AA",1102
"3820",-4,"EV",2125
"3821",-4,"US",1011
"3822",-4,"B6",1710
"3823",50,"B6",1725
"3824",-2,"VX",728
"3825",-5,"AA",805
"3826",-18,"FL",1657
"3827",-3,"AA",1452
"3828",-6,"UA",544
"3829",-5,"B6",1624
"3830",-6,"DL",1454
"3831",-4,"DL",1156
"3832",59,"AA",1014
"3833",10,"UA",1124
"3834",14,"EV",1717
"3835",-2,"B6",1732
"3836",1,"AA",1246
"3837",-5,"UA",1709
"3838",-8,"EV",1330
"3839",24,"B6",2143
"3840",-6,"B6",741
"3841",-3,"DL",1927
"3842",-6,"B6",649
"3843",-5,"F9",1724
"3844",-4,"MQ",841
"3845",34,"EV",1334
"3846",11,"B6",1356
"3847",-2,"DL",1158
"3848",-17,"B6",613
"3849",-8,"US",652
"3850",34,"B6",1003
"3851",-3,"UA",842
"3852",-3,"B6",1957
"3853",-3,"WN",637
"3854",-8,"EV",1651
"3855",-9,"MQ",1601
"3856",-7,"US",1353
"3857",-5,"B6",755
"3858",-2,"DL",1658
"3859",51,"MQ",1401
"3860",8,"B6",1507
"3861",-1,"AA",1034
"3862",3,"UA",656
"3863",-7,"MQ",1503
"3864",-1,"9E",1904
"3865",37,"AA",1947
"3866",-8,"UA",849
"3867",-4,"UA",558
"3868",-9,"MQ",1711
"3869",-3,"US",1257
"3870",-5,"AA",555
"3871",8,"UA",1428
"3872",30,"DL",1615
"3873",-4,"AA",1456
"3874",17,"AA",827
"3875",3,"UA",1902
"3876",-1,"DL",1929
"3877",0,"AA",1730
"3878",-4,"B6",1216
"3879",13,"DL",1943
"3880",91,"B6",1600
"3881",-6,"9E",1859
"3882",-2,"B6",1243
"3883",-1,"UA",2101
"3884",32,"EV",911
"3885",-3,"DL",1916
"3886",-7,"EV",2022
"3887",25,"DL",2250
"3888",-3,"EV",922
"3889",1,"F9",831
"3890",6,"DL",1131
"3891",-4,"DL",1741
"3892",-7,"MQ",858
"3893",81,"AA",1046
"3894",-1,"9E",814
"3895",-2,"DL",1257
"3896",-8,"UA",1109
"3897",17,"UA",1744
"3898",-5,"EV",1717
"3899",0,"UA",840
"3900",36,"MQ",1916
"3901",-6,"UA",1433
"3902",-2,"US",1158
"3903",-4,"AA",916
"3904",142,"B6",2143
"3905",1,"AA",656
"3906",-5,"9E",1500
"3907",-4,"UA",831
"3908",-3,"EV",1142
"3909",10,"DL",1555
"3910",-6,"B6",1529
"3911",1,"B6",2046
"3912",-1,"9E",1919
"3913",-5,"AA",1105
"3914",67,"AA",1927
"3915",8,"UA",1638
"3916",70,"EV",1545
"3917",-5,"B6",700
"3918",-9,"AA",826
"3919",0,"WN",1530
"3920",68,"DL",1708
"3921",0,"AA",1530
"3922",35,"UA",634
"3923",-3,"DL",1356
"3924",-2,"UA",1721
"3925",25,"WN",1750
"3926",-4,"AA",1636
"3927",-1,"US",1259
"3928",9,"VX",1904
"3929",12,"B6",1511
"3930",26,"9E",1226
"3931",-1,"EV",1641
"3932",72,"EV",1438
"3933",-4,"B6",1154
"3934",19,"EV",2159
"3935",-5,"EV",924
"3936",-2,"US",1658
"3937",-4,"B6",652
"3938",NA,"EV",NA
"3939",-2,"UA",1228
"3940",73,"UA",907
"3941",6,"DL",1136
"3942",175,"B6",54
"3943",115,"EV",1904
"3944",25,"WN",1330
"3945",-6,"US",554
"3946",1,"AA",1346
"3947",-1,"UA",641
"3948",0,"VX",730
"3949",-3,"DL",1342
"3950",-6,"AA",1924
"3951",-8,"DL",1243
"3952",5,"UA",2040
"3953",5,"EV",2018
"3954",5,"DL",905
"3955",-6,"AA",1454
"3956",32,"EV",1534
"3957",1,"AA",1400
"3958",-5,"EV",1305
"3959",-1,"US",1019
"3960",-6,"UA",709
"3961",-5,"DL",1555
"3962",-6,"DL",804
"3963",-3,"UA",1356
"3964",-10,"MQ",1820
"3965",57,"B6",708
"3966",-4,"UA",627
"3967",2,"DL",1607
"3968",-8,"B6",752
"3969",-8,"EV",930
"3970",-6,"B6",602
"3971",-6,"B6",1549
"3972",70,"MQ",2250
"3973",9,"US",834
"3974",3,"B6",1128
"3975",94,"EV",1719
"3976",55,"MQ",1440
"3977",-6,"US",1254
"3978",0,"AA",1710
"3979",-2,"AA",1428
"3980",-1,"B6",1425
"3981",9,"EV",1708
"3982",-3,"B6",1327
"3983",-2,"UA",1718
"3984",16,"EV",2126
"3985",-4,"MQ",1551
"3986",168,"B6",1948
"3987",5,"UA",1005
"3988",8,"VX",1638
"3989",1,"DL",1701
"3990",-7,"EV",2122
"3991",-7,"EV",957
"3992",NA,"B6",NA
"3993",0,"B6",2100
"3994",-4,"9E",1546
"3995",-5,"DL",555
"3996",-1,"WN",1549
"3997",-6,"B6",1440
"3998",2,"UA",928
"3999",-1,"DL",1534
"4000",57,"EV",2037
"4001",80,"AA",2145
"4002",5,"WN",1720
"4003",-5,"DL",1600
"4004",-6,"MQ",1544
"4005",24,"B6",2046
"4006",-8,"MQ",1932
"4007",-7,"UA",652
"4008",-5,"MQ",1450
"4009",-7,"AA",1453
"4010",-4,"9E",1441
"4011",5,"DL",1705
"4012",0,"DL",700
"4013",-9,"EV",938
"4014",4,"US",1734
"4015",30,"B6",2200
"4016",-11,"B6",718
"4017",5,"B6",635
"4018",24,"MQ",854
"4019",22,"UA",1522
"4020",-10,"US",1950
"4021",-7,"B6",2352
"4022",-6,"MQ",1054
"4023",-1,"FL",559
"4024",38,"EV",918
"4025",NA,"9E",NA
"4026",8,"DL",908
"4027",-6,"UA",1319
"4028",-2,"B6",1757
"4029",-5,"AA",1030
"4030",-1,"EV",1501
"4031",15,"FL",1410
"4032",-10,"MQ",1545
"4033",-4,"DL",1431
"4034",NA,"UA",NA
"4035",-6,"DL",1544
"4036",-5,"MQ",2125
"4037",3,"9E",1643
"4038",-6,"UA",744
"4039",-2,"MQ",1938
"4040",-2,"B6",823
"4041",6,"DL",1551
"4042",113,"WN",2133
"4043",-4,"AA",1611
"4044",0,"FL",1935
"4045",-8,"AA",602
"4046",3,"UA",1920
"4047",-3,"9E",1942
"4048",-5,"B6",2034
"4049",-1,"DL",729
"4050",-8,"UA",1745
"4051",-4,"MQ",816
"4052",43,"EV",1823
"4053",-5,"US",840
"4054",-1,"UA",932
"4055",-12,"MQ",1523
"4056",-6,"B6",814
"4057",379,"UA",2131
"4058",12,"B6",944
"4059",16,"UA",1757
"4060",73,"UA",817
"4061",2,"WN",1617
"4062",-5,"B6",755
"4063",-3,"EV",2202
"4064",88,"EV",2043
"4065",7,"9E",1927
"4066",-6,"DL",859
"4067",3,"B6",1318
"4068",1,"UA",1311
"4069",39,"B6",1708
"4070",0,"UA",1727
"4071",-2,"DL",758
"4072",-6,"MQ",1154
"4073",-7,"YV",1555
"4074",-5,"UA",1644
"4075",-3,"VX",727
"4076",78,"UA",2148
"4077",-2,"DL",1019
"4078",1,"US",1706
"4079",87,"EV",1037
"4080",59,"UA",1350
"4081",0,"AA",655
"4082",16,"EV",2115
"4083",-5,"DL",1255
"4084",-7,"B6",2243
"4085",-9,"US",1151
"4086",-2,"MQ",628
"4087",-7,"US",623
"4088",299,"WN",1854
"4089",-4,"DL",1026
"4090",-3,"VX",712
"4091",-4,"DL",1110
"4092",-3,"B6",1807
"4093",-4,"UA",556
"4094",19,"DL",1259
"4095",5,"UA",704
"4096",-1,"DL",1529
"4097",8,"DL",923
"4098",5,"UA",1830
"4099",-5,"B6",1525
"4100",56,"DL",1926
"4101",17,"DL",1602
"4102",6,"UA",1401
"4103",-5,"US",820
"4104",-2,"B6",1128
"4105",5,"9E",825
"4106",-4,"UA",836
"4107",NA,"9E",NA
"4108",1,"EV",1358
"4109",-4,"B6",641
"4110",-5,"UA",725
"4111",101,"EV",2110
"4112",27,"9E",1914
"4113",-7,"UA",1928
"4114",-5,"AA",954
"4115",10,"UA",1920
"4116",0,"YV",1600
"4117",-7,"US",753
"4118",-5,"B6",720
"4119",-5,"UA",625
"4120",-4,"UA",755
"4121",NA,"EV",NA
"4122",-6,"AA",923
"4123",-5,"DL",1605
"4124",14,"MQ",829
"4125",6,"UA",1731
"4126",-6,"B6",1309
"4127",-1,"EV",1444
"4128",12,"MQ",2107
"4129",14,"UA",1213
"4130",-5,"UA",1639
"4131",6,"9E",1556
"4132",0,"US",600
"4133",-6,"AA",1914
"4134",-1,"DL",859
"4135",-3,"DL",1452
"4136",10,"EV",1940
"4137",-6,"EV",1559
"4138",-10,"B6",1827
"4139",-3,"AA",707
"4140",-6,"UA",1723
"4141",-6,"US",623
"4142",1,"9E",1826
"4143",-1,"AA",854
"4144",5,"DL",1459
"4145",-1,"UA",821
"4146",21,"MQ",1606
"4147",-4,"AA",541
"4148",-2,"DL",1358
"4149",-2,"EV",1502
"4150",-4,"B6",1116
"4151",-2,"B6",1728
"4152",0,"AA",1130
"4153",19,"EV",2219
"4154",154,"DL",2139
"4155",34,"B6",1719
"4156",-5,"UA",936
"4157",-2,"B6",1658
"4158",61,"MQ",1541
"4159",26,"US",1626
"4160",-4,"DL",606
"4161",-3,"DL",657
"4162",-3,"EV",602
"4163",4,"UA",1403
"4164",11,"FL",611
"4165",-5,"B6",650
"4166",1,"EV",1831
"4167",-9,"B6",924
"4168",17,"AA",722
"4169",184,"MQ",1724
"4170",-1,"UA",1458
"4171",-5,"DL",812
"4172",-8,"UA",752
"4173",-9,"MQ",1756
"4174",1,"MQ",1511
"4175",-4,"DL",656
"4176",-6,"9E",1449
"4177",-2,"AA",1028
"4178",-5,"MQ",1825
"4179",-3,"B6",657
"4180",12,"FL",2045
"4181",17,"WN",952
"4182",0,"9E",1930
"4183",-4,"DL",801
"4184",3,"UA",1702
"4185",-6,"AA",1504
"4186",125,"AA",2145
"4187",0,"US",1325
"4188",-2,"MQ",833
"4189",64,"MQ",1404
"4190",2,"UA",602
"4191",-7,"B6",1352
"4192",16,"UA",802
"4193",1,"AA",2136
"4194",26,"FL",1755
"4195",NA,"B6",NA
"4196",-2,"UA",1058
"4197",-12,"AA",1103
"4198",-8,"AA",1412
"4199",-2,"DL",658
"4200",-8,"US",1552
"4201",3,"AA",1738
"4202",-1,"B6",1324
"4203",9,"EV",1439
"4204",0,"AA",1245
"4205",41,"MQ",1041
"4206",-4,"DL",656
"4207",34,"B6",2319
"4208",26,"B6",1641
"4209",-4,"B6",931
"4210",-4,"EV",818
"4211",4,"UA",1809
"4212",-2,"9E",728
"4213",-5,"EV",1125
"4214",-4,"DL",1556
"4215",51,"WN",1636
"4216",70,"DL",1740
"4217",-3,"UA",1100
"4218",2,"B6",2132
"4219",105,"DL",2125
"4220",-13,"AA",857
"4221",-4,"DL",1921
"4222",-7,"9E",1053
"4223",-10,"DL",1135
"4224",-2,"9E",2043
"4225",-2,"9E",743
"4226",NA,"EV",NA
"4227",-4,"DL",956
"4228",-5,"UA",1132
"4229",-8,"MQ",1257
"4230",26,"MQ",1956
"4231",-6,"B6",1654
"4232",9,"DL",809
"4233",6,"9E",1501
"4234",43,"UA",1943
"4235",-6,"AA",749
"4236",-3,"WN",1207
"4237",15,"UA",1415
"4238",-4,"EV",822
"4239",NA,"B6",NA
"4240",-2,"UA",1101
"4241",37,"9E",2012
"4242",-11,"B6",1744
"4243",4,"US",504
"4244",-9,"AA",716
"4245",-6,"EV",829
"4246",0,"B6",1359
"4247",7,"AA",1717
"4248",27,"US",1627
"4249",-7,"DL",753
"4250",-6,"UA",509
"4251",41,"AA",1841
"4252",-4,"AA",1111
"4253",-4,"MQ",1421
"4254",46,"DL",2146
"4255",-2,"DL",1357
"4256",-6,"B6",1724
"4257",-1,"B6",2018
"4258",-1,"UA",1039
"4259",138,"MQ",1843
"4260",-6,"DL",853
"4261",-10,"B6",1519
"4262",5,"DL",1742
"4263",-10,"B6",1104
"4264",-8,"B6",837
"4265",1,"UA",1901
"4266",26,"DL",1956
"4267",9,"DL",1009
"4268",-3,"DL",1344
"4269",-10,"B6",1315
"4270",-2,"MQ",827
"4271",-7,"B6",1933
"4272",25,"US",1825
"4273",-7,"MQ",1633
"4274",-13,"9E",1443
"4275",-9,"EV",1008
"4276",28,"EV",928
"4277",-9,"MQ",1446
"4278",13,"DL",1713
"4279",113,"9E",1733
"4280",-3,"B6",2252
"4281",-6,"9E",954
"4282",0,"B6",1710
